"Issuance Date","Vintage Start","Vintage End","ID","Name","Country","Project Type","Methodology","Total Vintage Quantity","Credits Quantity Issued","Serial Number","Additional Certifications","Retirement/Cancellation Date","Retirement Beneficiary","Retirement Reason","Retirement Details"
"04/08/2021","01/01/2012","31/12/2012","614","Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab","India","Chemical industry","Reduction in consumption of electricity by recovering soda from paper manufacturing process","22,091","22,091","10957-259708697-259730787-VCS-VCU-291-VER-IN-5-614-01012012-31122012-0","","16/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x5d10dee35edbc35dfda55541b601b9f3d88decf34c813b2a316a7a8dfa6f9e86-130"
"04/08/2021","01/01/2013","31/12/2013","614","Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab","India","Chemical industry","Reduction in consumption of electricity by recovering soda from paper manufacturing process","18,784","18,784","10958-259730788-259749571-VCS-VCU-291-VER-IN-5-614-01012013-31122013-0","","18/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0xf2b23dbd657d0064ab0acbe5db4feb7f274ae2af7f2ba7ff1f44b67924c7fcbd-202"
"04/08/2021","01/01/2015","31/12/2015","614","Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab","India","Chemical industry","Reduction in consumption of electricity by recovering soda from paper manufacturing process","20,002","12,677","10960-259771020-259783696-VCS-VCU-291-VER-IN-5-614-01012015-31122015-0","","18/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0x81c315370ce5f2751849a28cfe75311a42f0a2f57f3e48888378be0f7d30059b-225"
"04/08/2021","01/01/2015","31/12/2015","614","Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab","India","Chemical industry","Reduction in consumption of electricity by recovering soda from paper manufacturing process","20,002","7,325","10960-259783697-259791021-VCS-VCU-291-VER-IN-5-614-01012015-31122015-0","","19/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0x991ad0b1d77a86ab0a49a624e41015ec9a7b54f33135937ef6db214d27e1fe4e-306"
"04/08/2021","01/01/2016","27/03/2016","614","Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab","India","Chemical industry","Reduction in consumption of electricity by recovering soda from paper manufacturing process","5,291","3,772","10961-259791022-259794793-VCS-VCU-291-VER-IN-5-614-01012016-27032016-0","","19/10/2021","0xb208e3dcc8e2b091fa4b9aa65d528fdfdc8bfa93","Other","TOUCAN-1.0-137-0xa6821bb048b201661a688bb26925360dc2b0acc1853821774b3d7f02007a6619-307"
"04/08/2021","01/01/2016","27/03/2016","614","Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab","India","Chemical industry","Reduction in consumption of electricity by recovering soda from paper manufacturing process","5,291","1,519","10961-259794794-259796312-VCS-VCU-291-VER-IN-5-614-01012016-27032016-0","","16/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x1703ce71145cd927dbcc44b72fec14f3aea2721187b1c105f9a04f4b73f3d013-132"
"04/08/2021","01/01/2015","31/12/2015","1162","Jiangxi Province Le'an County Forest Farm Carbon Sink Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","54,843","7,000","10966-259876055-259883054-VCS-VCU-279-VER-CN-14-1162-01012015-31122015-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xdf24290994caee7904be00f4814ae61b59c8e248e0a24869e8322185cc6e7920-26"
"03/08/2021","24/01/2015","31/12/2015","1427","Adiguzel II Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","31,208","31,208","10948-259375623-259406830-VCS-VCU-262-VER-TR-1-1427-24012015-31122015-0","","18/10/2021","0x00000016F127c94A667Ae3C9fDF0C31c9C79826f","Other","TOUCAN-1.0-137-0xd4244f2ecacdcaf4e877d53670e067855f5a2b2f3eb14393bd730ac65c7c41bd-156"
"03/08/2021","01/01/2017","31/12/2017","1427","Adiguzel II Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","30,294","30,294","10951-259448039-259478332-VCS-VCU-262-VER-TR-1-1427-01012017-31122017-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xd2038f0350a8f0b5e067f5f92cb7914c57ff0c6263faed19e31789a59a15fd7f-97"
"03/08/2021","01/01/2016","31/12/2016","1427","Adiguzel II Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","41,083","41,083","10947-259334540-259375622-VCS-VCU-262-VER-TR-1-1427-01012016-31122016-0","","18/10/2021","0x00000016F127c94A667Ae3C9fDF0C31c9C79826f","Other","TOUCAN-1.0-137-0xe48ad3e608097b331029b2d096507a1949cd63be78599529c421c805c185274f-157"
"29/07/2021","13/03/2012","26/12/2012","1578","15 MW Solar Photovoltaic Power Project at Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","18,207","1,936","10923-257036374-257038309-VCS-VCU-1491-VER-IN-1-1578-13032012-26122012-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x0936651fee3f289fc67bff18e08c322cc0c7624196dd684a1b13d7ac1640e9f2-205"
"26/07/2021","01/01/2012","31/12/2012","566","10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","12,258","12,258","10892-255248610-255260867-VCS-VCU-208-VER-IN-1-566-01012012-31122012-0","","15/10/2021","0xe519b28e8f96e229498f15bb2da4ec0e942f688f","Other","TOUCAN-1.0-137-0x3a2c971a1d2b2e0939d8705f7079109580758132545f7f0d8e0fe8549e47ea6e-104"
"26/07/2021","01/01/2013","31/12/2013","566","10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","11,861","11,861","10893-255260868-255272728-VCS-VCU-208-VER-IN-1-566-01012013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x720f88eeae2dcf4ea76b8edcfede89613d040c77e9c3e00c08651c30777ccad4-101"
"26/07/2021","01/01/2014","31/12/2014","265","4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","6,658","6,658","10899-255306082-255312739-VCS-VCU-291-VER-IN-1-265-01012014-31122014-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x48a527296bb93b8f4ea48632b4883e96b7348f58dbad6d1424c91c3a23dfe58a-207"
"26/07/2021","01/01/2014","31/12/2014","566","10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","13,234","13,234","10894-255272729-255285962-VCS-VCU-208-VER-IN-1-566-01012014-31122014-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x0e41255f71b76eb5943fe0c5a07a497fbc1e04cb21f883c2a258611128492274-270"
"26/07/2021","01/01/2015","31/12/2015","566","10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","11,622","11,622","10895-255285963-255297584-VCS-VCU-208-VER-IN-1-566-01012015-31122015-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xafda4c7a0f97e6dac54029d458fc9da62e907379da8ee13819b6b465e6d4a008-272"
"26/07/2021","01/01/2013","31/12/2013","265","4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","5,612","5,612","10897-255300426-255306037-VCS-VCU-291-VER-IN-1-265-01012013-31122013-0","","15/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137- 0x004db8567eb8c948c455c6d91273466dd422aa7e753 347346938e423eb65dc12-84"
"26/07/2021","01/01/2016","29/02/2016","265","4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","44","44","10898-255306038-255306081-VCS-VCU-291-VER-IN-1-265-01012016-29022016-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x58e217caa3c6f1be2932abe6e9a4cd4b3f31485c16dd1cfbc930e0adc65ba818-206"
"26/07/2021","01/01/2015","31/12/2015","265","4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","5,099","203","10900-255317636-255317838-VCS-VCU-291-VER-IN-1-265-01012015-31122015-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xcff1c2fcf02b23cc1e377633b5dbce85e53d0296a7b0b7498a0c1bc49cf3412e-211"
"26/07/2021","01/01/2015","31/12/2015","265","4.5 MW Grouped Small Hydropower Projects for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","5,099","4,896","10900-255312740-255317635-VCS-VCU-291-VER-IN-1-265-01012015-31122015-0","","15/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137- 0xcd110998425349d5808149746065a2c76f23d09bea0 4142ec59a28582ba115bd-85"
"20/07/2021","01/03/2012","31/12/2012","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","18,367","15,000","10851-251569151-251584150-VCS-VCU-291-VER-VN-1-836-01032012-31122012-0","","22/10/2021","0xEE66Bfe308c0DeCe0F25c46B254df50cea743674","Other","TOUCAN-1.0-137-0x0a5ad1b9f855badce03ed4a8671ecce22394d588284a4424d32d5b143e4959c7-423"
"20/07/2021","01/03/2012","31/12/2012","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","18,367","3,367","10851-251565784-251569150-VCS-VCU-291-VER-VN-1-836-01032012-31122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x9fd0f3f52e7ad0db0e994f266eaab655b62dcca6cbd8659f72629fedf0f6aad3-100"
"20/07/2021","01/01/2010","31/12/2010","927","13.75 MW wind power project in Davangere, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","27,476","9,863","10853-251624151-251634013-VCS-VCU-290-VER-IN-1-927-01012010-31122010-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x48a527296bb93b8f4ea48632b4883e96b7348f58dbad6d1424c91c3a23dfe58a-207"
"20/07/2021","01/01/2009","31/12/2009","812","Bull Run Overseas Forest Carbon Project","Belize","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","121,830","100","10857-251645078-251645177-VCS-VCU-352-VER-BZ-14-812-01012009-31122009-0","","18/10/2021","0xEdF89984C7a9B25d05409ba32ca6e284B029384c","Other","TOUCAN-1.0-137-0xc2067f07e4e411412b8af25bd67aff7624f67872eced4c41685862acff9225c3-219"
"20/07/2021","01/01/2009","31/12/2009","812","Bull Run Overseas Forest Carbon Project","Belize","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","121,830","1,000","10857-251643078-251644077-VCS-VCU-352-VER-BZ-14-812-01012009-31122009-0","","18/10/2021","0xFea7485ec830d655ae7C6dC79DEc03e25539E14b","Other","TOUCAN-1.0-137-0xf19f95376462c5f376599446a95f2a7ea3ae41a8c06f239e1d070e739696085c-145"
"20/07/2021","01/01/2009","31/12/2009","812","Bull Run Overseas Forest Carbon Project","Belize","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","121,830","1,000","10857-251644078-251645077-VCS-VCU-352-VER-BZ-14-812-01012009-31122009-0","","18/10/2021","0xFea7485ec830d655ae7C6dC79DEc03e25539E14b","Other","TOUCAN-1.0-137-0x73ef01ea6673c8571097c861035d8f742789ea65a2409f722ea9fbc1c1532b22-165"
"12/07/2021","01/01/2018","28/02/2018","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","3,213","3,213","10766-246998179-247001391-VCS-VCU-291-VER-VN-1-836-01012018-28022018-0","","28/10/2021","0x408801EFca8f47e194F8dDf6969604b335461827","Other","TOUCAN-1.0-137-0xe85e5b39cbb2d02f9d7a4800d28870429a2cb02a0bcc8ec8c88f4e933e4ebbee-517"
"12/07/2021","01/01/2017","31/12/2017","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","27,698","4,127","10767-247024963-247029089-VCS-VCU-291-VER-VN-1-836-01012017-31122017-0","","22/10/2021","0xEE66Bfe308c0DeCe0F25c46B254df50cea743674","Other","TOUCAN-1.0-137-0xebe42007ab48b0a9d9d27341898618e0a0e4f6411bb770c43680d5cc21d14d70-411"
"12/07/2021","01/01/2015","31/12/2015","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","17,450","17,450","10769-247049280-247066729-VCS-VCU-291-VER-VN-1-836-01012015-31122015-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xa6bcfaac6cf6bb1d2da1ee59c9f4f7b692fa8929f20ca60dfb7ab868a748012b-266"
"12/07/2021","01/01/2013","31/12/2013","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","21,810","21,810","10770-247066730-247088539-VCS-VCU-291-VER-VN-1-836-01012013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x98f6ec28159c650847d138312b41481dd21ab855355e223e8bd5770b6f6f1d2c-103"
"12/07/2021","01/01/2014","31/12/2014","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","18,392","18,392","10771-247088540-247106931-VCS-VCU-291-VER-VN-1-836-01012014-31122014-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x9f76d3f13b0627debe15f75cf1beb7e564e7f63af460da10641a12584f3ea456-264"
"12/07/2021","01/04/2010","31/12/2010","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","19,658","19,658","10779-247280388-247300045-VCS-VCU-291-VER-IN-1-493-01042010-31122010-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x2b86b54951700d9ee1cd2222a8b2782bffa975b0bd95f1bcd990b2455542aa13-372"
"12/07/2021","01/01/2012","31/12/2012","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","21,468","21,468","10780-247300046-247321513-VCS-VCU-291-VER-IN-1-493-01012012-31122012-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0xd42a74a4b97b1a171354e91c666354064c5c58aa741490a142f81cb5d263ddec-370"
"12/07/2021","01/01/2011","31/12/2011","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","21,131","21,131","10781-247321514-247342644-VCS-VCU-291-VER-IN-1-493-01012011-31122011-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0xf5e5de0d5e91bfd7609c13092627e1e2ceb102658b9278ef882f63f03cee00c1-371"
"12/07/2021","01/01/2013","31/12/2013","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","20,840","20,840","10782-247342645-247363484-VCS-VCU-291-VER-IN-1-493-01012013-31122013-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x5ca23acb15c39399721bd69c0af3ae8ed262fefba8512f63d66709da4a7346a7-369"
"12/07/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","7,106","10787-248014670-248021775-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","27/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x74664a5b28929f94145ef02d3e408e8b5a341abd4e997698fb5472ff2b9a9f0c-95"
"12/07/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","51,725","10787-247958262-248009986-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x401b3966d4f6a619452a29f50d4f4d1d15e08e933c8b0fd7ee2d6f0891313b52-72"
"12/07/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","4,683","10787-248009987-248014669-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x830ba709715700ecd6a24e6efdffdfda25e856b3a83ad8c8a0b978cee77d51ab-71"
"12/07/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","13,592","10787-247944670-247958261-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xc4fc7d814407584bdb068d4745ed49fcf02068cd4b14d23a88de8101eb652d6c-74"
"12/07/2021","01/01/2014","31/12/2014","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,222,754","154,144","10788-248067632-248221775-VCS-VCU-259-VER-IN-1-173-01012014-31122014-0","","18/10/2021","0x886b4f80a48b9516bbaa9fe092afd7565777eb82","Other","TOUCAN-1.0-137-0x0236e3476332e673fa35eb8f3549dc63b8fd028118b8ee8ec408e26f61dda3c2-176"
"12/07/2021","01/01/2014","31/12/2014","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,222,754","15,000","10789-248729350-248744349-VCS-VCU-259-VER-IN-1-173-01012014-31122014-0","","27/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x0d5e4f4f0b8cf919194264397b3736913757f8685bb4ee473e4fecc873478f3a-94"
"12/07/2021","01/01/2014","31/12/2014","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,222,754","40,000","10789-248689350-248729349-VCS-VCU-259-VER-IN-1-173-01012014-31122014-0","","27/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x361af4e7aee13324276bc37750380d55ac6502e5c7c3903dd2301d58d5dfdaed-92"
"12/07/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","100,000","10786-247594670-247694669-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x35132426a516f43530d792109b9431127163d3b995dd301d2649336e7091490c-73"
"12/07/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","100,000","10786-247494670-247594669-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","21/10/2021","0x5e740Fce5e48237Db5Fc2646E25C20E96d72A197","Other","TOUCAN-1.0-137-0x8259d1968da9dc61b3f51bec5d370dcdc5cc5f6c97554226b963bbf17d92b825-393"
"12/07/2021","01/01/2009","31/12/2009","812","Bull Run Overseas Forest Carbon Project","Belize","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","121,830","30","10749-246307572-246307601-VCS-VCU-352-VER-BZ-14-812-01012009-31122009-0","","18/10/2021","0xEdF89984C7a9B25d05409ba32ca6e284B029384c","Other","TOUCAN-1.0-137-0x7a7008b6007173ada02a6f952fc25caf9560dc14518fbc443b10f5209cc67de5-197"
"12/07/2021","01/01/2009","31/12/2009","812","Bull Run Overseas Forest Carbon Project","Belize","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","121,830","1","10749-246307571-246307571-VCS-VCU-352-VER-BZ-14-812-01012009-31122009-0","","17/10/2021","0x25bdff8db8d80971935a7f38a0cf31dec62f7696","Other","TOUCAN-1.0-137-0x39068bed8fc828b4759289af9f91c98a1f1994f450088ba7b49bb6474cff8132-138"
"12/07/2021","01/01/2016","31/03/2016","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","1,750","1,750","10783-247363485-247365234-VCS-VCU-291-VER-IN-1-493-01012016-31032016-0","","27/10/2021","0x00000016F127c94A667Ae3C9fDF0C31c9C79826f","Other","TOUCAN-1.0-137-0xac2ef8e960db26fb8229c664c30a6a079640092a69c1aa4a4ce3c9edb7462fa1-479"
"12/07/2021","01/01/2014","31/12/2014","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","16,422","16,422","10784-247365235-247381656-VCS-VCU-291-VER-IN-1-493-01012014-31122014-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0xeaf9629b088b610103272b05a70463cf158fd8dc8ed4c5b0153cbff8f417fa5d-367"
"12/07/2021","01/01/2015","31/12/2015","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","13,013","481","10785-247381657-247382137-VCS-VCU-291-VER-IN-1-493-01012015-31122015-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x2cdf5edb41c1ecfe85d3c899be546fb64158bbcc1c018670d27cbdee19474168-368"
"12/07/2021","01/01/2015","31/12/2015","493","5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","13,013","12,532","10785-247382138-247394669-VCS-VCU-291-VER-IN-1-493-01012015-31122015-0","","27/10/2021","0x00000016F127c94A667Ae3C9fDF0C31c9C79826f","Other","TOUCAN-1.0-137-0x22ba9dec6e3daa39946575249a5cfd9f5ba9c7d1fa283da3bf76f60031e28332-480"
"12/07/2021","01/01/2013","31/12/2013","1160","6.5 MW cogeneration project in Akbarpur, Punjab","India","Energy industries (renewable/non-renewable sources)","Thermal energy production with or without electricity","33,624","33,624","10774-247149328-247182951-VCS-VCU-290-VER-IN-1-1160-01012013-31122013-0","","27/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x5dc2f2a227b808d8823bf859c8b7f5ee8705d69c5d17a533e0ba111c5f512197-90"
"12/07/2021","01/01/2015","31/12/2015","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","15,873","15,873","10758-246913332-246929204-VCS-VCU-259-VER-IN-1-132-01012015-31122015-0","","18/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x1916729b2deb5e520cde947d3a4005485bece97a41fc497eb3b7bf094dcf69f6-267"
"12/07/2021","01/01/2014","31/12/2014","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","17,498","17,498","10760-246934628-246952125-VCS-VCU-259-VER-IN-1-132-01012014-31122014-0","","18/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0x25d3dbda52f29e97f17be4763cf621d7d74e3ee7367211edddc62aaf31b9b503-221"
"12/07/2021","01/01/2013","31/12/2013","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","21,040","13,346","10761-246959820-246973165-VCS-VCU-259-VER-IN-1-132-01012013-31122013-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x195bea0c7538bcb1353d228ed79341d4ac3fd571e4138577cae9192915816bd9-210"
"12/07/2021","01/01/2013","31/12/2013","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","21,040","7,694","10761-246952126-246959819-VCS-VCU-259-VER-IN-1-132-01012013-31122013-0","","18/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0xd09f5817f691ec50ce7ed73688298170a5f8df14a8834d64b48eb8f9ad028eb9-236"
